game_id,tournament_en,team1,team2,score1,score2,team1_win,bestOf,games_played,datetime
100990,The International 2024,Tundra Esports,Cloud9,1,1,0,2,2,2024-09-05 11:00:00
100989,The International 2024,Gaimin Gladiators,Heroic,1,1,0,2,2,2024-09-05 11:00:00
100960,The International 2024,Team Liquid,beastcoast,2,0,1,2,2,2024-09-04 20:30:00
100978,The International 2024,Team Liquid,beastcoast,2,0,1,2,2,2024-09-04 20:30:00
100959,The International 2024,Team Spirit,Aurora Gaming,2,0,1,2,2,2024-09-04 20:30:00
100975,The International 2024,Team Spirit,Aurora Gaming,2,0,1,2,2,2024-09-04 20:30:00
100958,The International 2024,BetBoom Team,Team Zero,0,2,0,2,2,2024-09-04 20:25:00
100976,The International 2024,BetBoom Team,Team Zero,0,2,0,2,2,2024-09-04 20:25:00
100949,The International 2024,Xtreme Gaming,Gaimin Gladiators,2,0,1,2,2,2024-09-04 18:15:00
100953,The International 2024,Xtreme Gaming,Gaimin Gladiators,2,0,1,2,2,2024-09-04 18:15:00
100948,The International 2024,nouns,Team Falcons,1,1,0,2,2,2024-09-04 18:10:00
100952,The International 2024,nouns,Team Falcons,1,1,0,2,2,2024-09-04 18:10:00
100947,The International 2024,G2 Invictus Gaming,Talon Esports,2,0,1,2,2,2024-09-04 17:50:00
100951,The International 2024,G2 Invictus Gaming,Talon Esports,2,0,1,2,2,2024-09-04 17:50:00
100927,The International 2024,Team Spirit,beastcoast,2,0,1,2,2,2024-09-04 16:00:00
100928,The International 2024,Team Liquid,Aurora Gaming,2,0,1,2,2,2024-09-04 16:00:00
100932,The International 2024,Team Spirit,beastcoast,2,0,1,2,2,2024-09-04 16:00:00
100934,The International 2024,Team Liquid,Aurora Gaming,2,0,1,2,2,2024-09-04 16:00:00
100933,The International 2024,1win Team,Heroic,1,1,0,2,2,2024-09-04 15:50:00
100926,The International 2024,1win Team,Heroic,1,1,0,2,2,2024-09-04 15:50:00
100905,The International 2024,Team Zero,Team Falcons,1,1,0,2,2,2024-09-04 13:30:00
100915,The International 2024,Team Zero,Team Falcons,1,1,0,2,2,2024-09-04 13:30:00
100906,The International 2024,BetBoom Team,nouns,2,0,1,2,2,2024-09-04 13:30:00
100914,The International 2024,BetBoom Team,nouns,2,0,1,2,2,2024-09-04 13:30:00
100907,The International 2024,G2 Invictus Gaming,Cloud9,0,2,0,2,2,2024-09-04 13:25:00
100922,The International 2024,G2 Invictus Gaming,Cloud9,0,2,0,2,2,2024-09-04 13:25:00
100887,The International 2024,Xtreme Gaming,Heroic,2,0,1,2,2,2024-09-04 11:00:00
100896,The International 2024,Gaimin Gladiators,1win Team,2,0,1,2,2,2024-09-04 11:00:00
100897,The International 2024,Xtreme Gaming,Heroic,2,0,1,2,2,2024-09-04 11:00:00
100891,The International 2024,Gaimin Gladiators,1win Team,2,0,1,2,2,2024-09-04 11:00:00
100895,The International 2024,Tundra Esports,Talon Esports,1,1,0,2,2,2024-09-04 11:00:00
100898,The International 2024,Tundra Esports,Talon Esports,1,1,0,2,2,2024-09-04 11:00:00
100483,CCT Series 3,1win Team,AVULUS,2,3,0,5,5,2024-08-30 16:00:00
100472,CCT Series 3,1win Team,AVULUS,2,3,0,5,5,2024-08-30 16:00:00
100505,CCT Series 3,1win Team,AVULUS,2,3,0,5,5,2024-08-30 16:00:00
100501,CCT Series 3,1win Team,AVULUS,2,3,0,5,5,2024-08-30 16:00:00
100497,CCT Series 3,1win Team,AVULUS,2,3,0,5,5,2024-08-30 16:00:00
100425,CCT Series 3,AVULUS,MOUZ,2,1,1,3,3,2024-08-29 19:00:00
100395,CCT Series 3,AVULUS,MOUZ,2,1,1,3,3,2024-08-29 19:00:00
100414,CCT Series 3,AVULUS,MOUZ,2,1,1,3,3,2024-08-29 19:00:00
100421,CCT Series 3,AVULUS,MOUZ,2,1,1,3,3,2024-08-29 19:00:00
100356,CCT Series 3,MOUZ,DMS,2,0,1,3,2,2024-08-29 16:00:00
100378,CCT Series 3,MOUZ,DMS,2,0,1,3,2,2024-08-29 16:00:00
100274,CCT Series 3,1win Team,AVULUS,2,0,1,3,2,2024-08-28 20:30:00
100278,CCT Series 3,1win Team,AVULUS,2,0,1,3,2,2024-08-28 20:30:00
100248,CCT Series 3,DMS,Natus Vincere Junior,2,1,1,3,3,2024-08-28 17:00:00
100239,CCT Series 3,DMS,Natus Vincere Junior,2,1,1,3,3,2024-08-28 17:00:00
100252,CCT Series 3,DMS,Natus Vincere Junior,2,1,1,3,3,2024-08-28 17:00:00
100184,CCT Series 3,MOUZ,Passion UA,2,0,1,3,2,2024-08-28 14:00:00
100219,CCT Series 3,MOUZ,Passion UA,2,0,1,3,2,2024-08-28 14:00:00
100107,CCT Series 3,1win Team,DMS,2,1,1,3,3,2024-08-27 20:30:00
100123,CCT Series 3,1win Team,DMS,2,1,1,3,3,2024-08-27 20:30:00
100127,CCT Series 3,1win Team,DMS,2,1,1,3,3,2024-08-27 20:30:00
100088,CCT Series 3,MOUZ,AVULUS,1,2,0,3,3,2024-08-27 17:00:00
100095,CCT Series 3,MOUZ,AVULUS,1,2,0,3,3,2024-08-27 17:00:00
100085,CCT Series 3,MOUZ,AVULUS,1,2,0,3,3,2024-08-27 17:00:00
100037,CCT Series 3,Natus Vincere Junior,Night Pulse,2,0,1,3,2,2024-08-27 14:00:00
100047,CCT Series 3,Natus Vincere Junior,Night Pulse,2,0,1,3,2,2024-08-27 14:00:00
100025,CCT Series 3,Passion UA,Hydra,2,0,1,3,2,2024-08-27 11:00:00
100015,CCT Series 3,Passion UA,Hydra,2,0,1,3,2,2024-08-27 11:00:00
99962,CCT Series 3,DMS,Hydra,2,0,1,3,2,2024-08-26 20:00:00
99940,CCT Series 3,DMS,Hydra,2,0,1,3,2,2024-08-26 20:00:00
99934,CCT Series 3,1win Team,Passion UA,2,0,1,3,2,2024-08-26 17:00:00
99922,CCT Series 3,1win Team,Passion UA,2,0,1,3,2,2024-08-26 17:00:00
99889,CCT Series 3,MOUZ,Natus Vincere Junior,2,0,1,3,2,2024-08-26 14:00:00
99882,CCT Series 3,MOUZ,Natus Vincere Junior,2,0,1,3,2,2024-08-26 14:00:00
99872,CCT Series 3,Night Pulse,AVULUS,0,2,0,3,2,2024-08-26 11:00:00
99865,CCT Series 3,Night Pulse,AVULUS,0,2,0,3,2,2024-08-26 11:00:00
99850,FISSURE Universe: Episode 3,Team Spirit,Team Falcons,0,3,0,5,3,2024-08-25 19:00:00
99860,FISSURE Universe: Episode 3,Team Spirit,Team Falcons,0,3,0,5,3,2024-08-25 19:00:00
99843,FISSURE Universe: Episode 3,Team Spirit,Team Falcons,0,3,0,5,3,2024-08-25 19:00:00
99836,FONBET Кубок России 2024 по Dota 2,Bald Dynasty,NoImprove,2,1,1,3,3,2024-08-25 15:00:00
99832,FONBET Кубок России 2024 по Dota 2,Bald Dynasty,NoImprove,2,1,1,3,3,2024-08-25 15:00:00
99834,FONBET Кубок России 2024 по Dota 2,Bald Dynasty,NoImprove,2,1,1,3,3,2024-08-25 15:00:00
99828,FISSURE Universe: Episode 3,Team Falcons,Tundra Esports,2,1,1,3,3,2024-08-25 15:00:00
99833,FISSURE Universe: Episode 3,Team Falcons,Tundra Esports,2,1,1,3,3,2024-08-25 15:00:00
99835,FISSURE Universe: Episode 3,Team Falcons,Tundra Esports,2,1,1,3,3,2024-08-25 15:00:00
99814,FONBET Кубок России 2024 по Dota 2,Highq Esports,PAPAYA TEAM,0,2,0,3,2,2024-08-25 11:00:00
99818,FONBET Кубок России 2024 по Dota 2,Highq Esports,PAPAYA TEAM,0,2,0,3,2,2024-08-25 11:00:00
99807,FISSURE Universe: Episode 3,Team Falcons,Team Spirit,0,2,0,3,2,2024-08-24 23:25:00
99804,FISSURE Universe: Episode 3,Team Falcons,Team Spirit,0,2,0,3,2,2024-08-24 23:25:00
99792,FISSURE Universe: Episode 3,Tundra Esports,BetBoom Team,2,1,1,3,3,2024-08-24 20:00:00
99791,CCT Series 3,Natus Vincere Junior,Vrooomy.io,2,0,1,3,2,2024-08-24 20:00:00
99797,CCT Series 3,Natus Vincere Junior,Vrooomy.io,2,0,1,3,2,2024-08-24 20:00:00
99799,FISSURE Universe: Episode 3,Tundra Esports,BetBoom Team,2,1,1,3,3,2024-08-24 20:00:00
99800,FISSURE Universe: Episode 3,Tundra Esports,BetBoom Team,2,1,1,3,3,2024-08-24 20:00:00
99783,CCT Series 3,Passion UA,Hydra,0,2,0,3,2,2024-08-24 17:00:00
99775,CCT Series 3,Passion UA,Hydra,0,2,0,3,2,2024-08-24 17:00:00
99777,FISSURE Universe: Episode 3,Team Spirit,BetBoom Team,2,0,1,3,2,2024-08-24 16:00:00
99770,FISSURE Universe: Episode 3,Team Spirit,BetBoom Team,2,0,1,3,2,2024-08-24 16:00:00
99782,FISSURE Universe: Episode 3,Tundra Esports,Team Falcons,1,2,0,3,3,2024-08-24 16:00:00
99771,FISSURE Universe: Episode 3,Tundra Esports,Team Falcons,1,2,0,3,3,2024-08-24 16:00:00
99787,FISSURE Universe: Episode 3,Tundra Esports,Team Falcons,1,2,0,3,3,2024-08-24 16:00:00
99769,CCT Series 3,AVULUS,Dragon Esports,2,0,1,3,2,2024-08-24 14:00:00
99768,CCT Series 3,AVULUS,Dragon Esports,2,0,1,3,2,2024-08-24 14:00:00
99755,FONBET Кубок России 2024 по Dota 2,Highq Esports,NoImprove,0,2,0,3,2,2024-08-24 12:00:00
99750,FONBET Кубок России 2024 по Dota 2,Highq Esports,NoImprove,0,2,0,3,2,2024-08-24 12:00:00
99745,FISSURE Universe: Episode 3,Cloud9,Team Falcons,0,2,0,3,2,2024-08-24 11:30:00
99751,FISSURE Universe: Episode 3,BetBoom Team,nouns,2,0,1,3,2,2024-08-24 11:30:00
99746,FISSURE Universe: Episode 3,BetBoom Team,nouns,2,0,1,3,2,2024-08-24 11:30:00
99754,FISSURE Universe: Episode 3,Cloud9,Team Falcons,0,2,0,3,2,2024-08-24 11:30:00
99699,CCT Series 3,Pantheon,V1dar Gaming,0,1,0,3,1,2024-08-24 11:00:00
99734,FONBET Кубок России 2024 по Dota 2,Bald Dynasty,PAPAYA TEAM,2,0,1,3,2,2024-08-24 09:00:00
99735,FONBET Кубок России 2024 по Dota 2,Bald Dynasty,PAPAYA TEAM,2,0,1,3,2,2024-08-24 09:00:00
99722,CCT Series 3,Night Pulse,V1dar Gaming,2,0,1,3,2,2024-08-23 20:00:00
99721,CCT Series 3,Night Pulse,V1dar Gaming,2,0,1,3,2,2024-08-23 20:00:00
99697,CCT Series 3,AVULUS,Natus Vincere Junior,2,1,1,3,3,2024-08-23 18:00:00
99698,CCT Series 3,AVULUS,Natus Vincere Junior,2,1,1,3,3,2024-08-23 18:00:00
99709,CCT Series 3,AVULUS,Natus Vincere Junior,2,1,1,3,3,2024-08-23 18:00:00
99695,CCT Series 3,AVULUS,Vrooomy.io,2,0,1,3,2,2024-08-23 14:00:00
99694,CCT Series 3,AVULUS,Vrooomy.io,2,0,1,3,2,2024-08-23 14:00:00
99693,CCT Series 3,Vrooomy.io,DMS,2,0,1,3,2,2024-08-23 11:00:00
99692,CCT Series 3,Vrooomy.io,DMS,2,0,1,3,2,2024-08-23 11:00:00
99606,FISSURE Universe: Episode 3,nouns,Tundra Esports,1,2,0,3,3,2024-08-22 22:30:00
99607,FISSURE Universe: Episode 3,nouns,Tundra Esports,1,2,0,3,3,2024-08-22 22:30:00
99608,FISSURE Universe: Episode 3,nouns,Tundra Esports,1,2,0,3,3,2024-08-22 22:30:00
99690,CCT Series 3,Pantheon,Hydra,0,1,0,3,1,2024-08-22 20:00:00
99598,FISSURE Universe: Episode 3,Gaimin Gladiators,BetBoom Team,1,2,0,3,3,2024-08-22 19:00:00
99601,FISSURE Universe: Episode 3,Gaimin Gladiators,BetBoom Team,1,2,0,3,3,2024-08-22 19:00:00
99605,FISSURE Universe: Episode 3,Gaimin Gladiators,BetBoom Team,1,2,0,3,3,2024-08-22 19:00:00
99689,CCT Series 3,Natus Vincere Junior,Dragon Esports,2,0,1,3,2,2024-08-22 17:00:00
99688,CCT Series 3,Natus Vincere Junior,Dragon Esports,2,0,1,3,2,2024-08-22 17:00:00
99569,FISSURE Universe: Episode 3,Team Spirit,Team Falcons,2,1,1,3,3,2024-08-22 15:00:00
99582,FISSURE Universe: Episode 3,Team Spirit,Team Falcons,2,1,1,3,3,2024-08-22 15:00:00
99561,FISSURE Universe: Episode 3,Team Spirit,Team Falcons,2,1,1,3,3,2024-08-22 15:00:00
99686,CCT Series 3,Night Pulse,Passion UA,2,0,1,3,2,2024-08-22 14:00:00
99687,CCT Series 3,Night Pulse,Passion UA,2,0,1,3,2,2024-08-22 14:00:00
99553,FISSURE Universe: Episode 3,Cloud9,G2 Invictus Gaming,2,0,1,3,2,2024-08-22 12:00:00
99537,FISSURE Universe: Episode 3,Cloud9,G2 Invictus Gaming,2,0,1,3,2,2024-08-22 12:00:00
99684,CCT Series 3,DMS,AVULUS,2,1,1,3,3,2024-08-22 11:00:00
99685,CCT Series 3,DMS,AVULUS,2,1,1,3,3,2024-08-22 11:00:00
99683,CCT Series 3,DMS,AVULUS,2,1,1,3,3,2024-08-22 11:00:00
99525,FISSURE Universe: Episode 3,BetBoom Team,Tundra Esports,0,2,0,3,2,2024-08-21 22:00:00
99521,FISSURE Universe: Episode 3,BetBoom Team,Tundra Esports,0,2,0,3,2,2024-08-21 22:00:00
99680,CCT Series 3,Night Pulse,Hydra,2,1,1,3,3,2024-08-21 20:00:00
99681,CCT Series 3,Night Pulse,Hydra,2,1,1,3,3,2024-08-21 20:00:00
99682,CCT Series 3,Night Pulse,Hydra,2,1,1,3,3,2024-08-21 20:00:00
99515,FISSURE Universe: Episode 3,Gaimin Gladiators,nouns,1,2,0,3,3,2024-08-21 18:30:00
99520,FISSURE Universe: Episode 3,Gaimin Gladiators,nouns,1,2,0,3,3,2024-08-21 18:30:00
99502,FISSURE Universe: Episode 3,Gaimin Gladiators,nouns,1,2,0,3,3,2024-08-21 18:30:00
99678,CCT Series 3,DMS,Dragon Esports,2,0,1,3,2,2024-08-21 17:00:00
99679,CCT Series 3,DMS,Dragon Esports,2,0,1,3,2,2024-08-21 17:00:00
99471,FISSURE Universe: Episode 3,Team Falcons,G2 Invictus Gaming,2,1,1,3,3,2024-08-21 15:00:00
99467,FISSURE Universe: Episode 3,Team Falcons,G2 Invictus Gaming,2,1,1,3,3,2024-08-21 15:00:00
99448,FISSURE Universe: Episode 3,Team Falcons,G2 Invictus Gaming,2,1,1,3,3,2024-08-21 15:00:00
99676,CCT Series 3,Passion UA,Pantheon,2,0,1,3,2,2024-08-21 14:00:00
99677,CCT Series 3,Passion UA,Pantheon,2,0,1,3,2,2024-08-21 14:00:00
99439,FISSURE Universe: Episode 3,Team Spirit,Cloud9,2,0,1,3,2,2024-08-21 12:00:00
99438,FISSURE Universe: Episode 3,Team Spirit,Cloud9,2,0,1,3,2,2024-08-21 12:00:00
99674,CCT Series 3,Hydra,V1dar Gaming,2,0,1,3,2,2024-08-21 11:00:00
99675,CCT Series 3,Hydra,V1dar Gaming,2,0,1,3,2,2024-08-21 11:00:00
99673,CCT Series 3,Dragon Esports,Vrooomy.io,0,2,0,3,2,2024-08-20 20:50:00
99672,CCT Series 3,Dragon Esports,Vrooomy.io,0,2,0,3,2,2024-08-20 20:50:00
99421,FISSURE Universe: Episode 3,1win Team,nouns,1,3,0,5,4,2024-08-20 19:00:00
99417,FISSURE Universe: Episode 3,1win Team,nouns,1,3,0,5,4,2024-08-20 19:00:00
99422,FISSURE Universe: Episode 3,1win Team,nouns,1,3,0,5,4,2024-08-20 19:00:00
99423,FISSURE Universe: Episode 3,1win Team,nouns,1,3,0,5,4,2024-08-20 19:00:00
99670,CCT Series 3,DMS,Natus Vincere Junior,2,1,1,3,3,2024-08-20 18:30:00
99671,CCT Series 3,DMS,Natus Vincere Junior,2,1,1,3,3,2024-08-20 18:30:00
99669,CCT Series 3,DMS,Natus Vincere Junior,2,1,1,3,3,2024-08-20 18:30:00
99404,FISSURE Universe: Episode 3,nouns,PSG Quest,2,1,1,3,3,2024-08-20 15:00:00
99405,FISSURE Universe: Episode 3,nouns,PSG Quest,2,1,1,3,3,2024-08-20 15:00:00
99399,FISSURE Universe: Episode 3,nouns,PSG Quest,2,1,1,3,3,2024-08-20 15:00:00
99667,CCT Series 3,Night Pulse,Pantheon,2,0,1,3,2,2024-08-20 14:50:00
99668,CCT Series 3,Night Pulse,Pantheon,2,0,1,3,2,2024-08-20 14:50:00
99666,CCT Series 3,V1dar Gaming,Passion UA,1,2,0,3,3,2024-08-20 11:00:00
99664,CCT Series 3,V1dar Gaming,Passion UA,1,2,0,3,3,2024-08-20 11:00:00
99665,CCT Series 3,V1dar Gaming,Passion UA,1,2,0,3,3,2024-08-20 11:00:00
99388,FISSURE Universe: Episode 3,G2 Invictus Gaming,1win Team,2,0,1,3,2,2024-08-19 21:45:00
99389,FISSURE Universe: Episode 3,G2 Invictus Gaming,1win Team,2,0,1,3,2,2024-08-19 21:45:00
99379,FISSURE Universe: Episode 3,PSG Quest,Looking for Org,2,1,1,3,3,2024-08-19 18:00:00
99363,FISSURE Universe: Episode 3,PSG Quest,Looking for Org,2,1,1,3,3,2024-08-19 18:00:00
99373,FISSURE Universe: Episode 3,PSG Quest,Looking for Org,2,1,1,3,3,2024-08-19 18:00:00
99354,FISSURE Universe: Episode 3,Aurora Gaming,nouns,0,2,0,3,2,2024-08-19 15:00:00
99347,FISSURE Universe: Episode 3,Aurora Gaming,nouns,0,2,0,3,2,2024-08-19 15:00:00
99312,FISSURE Universe: Episode 3,Aurora Gaming,1win Team,0,2,0,3,2,2024-08-18 21:00:00
99313,FISSURE Universe: Episode 3,PSG Quest,G2 Invictus Gaming,0,2,0,3,2,2024-08-18 21:00:00
99306,FISSURE Universe: Episode 3,PSG Quest,G2 Invictus Gaming,0,2,0,3,2,2024-08-18 21:00:00
99305,FISSURE Universe: Episode 3,Aurora Gaming,1win Team,0,2,0,3,2,2024-08-18 21:00:00
99307,BetBoom Streamers Battle 7,Team Nix,GoodWin Team,1,3,0,5,4,2024-08-18 18:00:00
99304,BetBoom Streamers Battle 7,Team Nix,GoodWin Team,1,3,0,5,4,2024-08-18 18:00:00
99299,BetBoom Streamers Battle 7,Team Nix,GoodWin Team,1,3,0,5,4,2024-08-18 18:00:00
99289,BetBoom Streamers Battle 7,Team Nix,GoodWin Team,1,3,0,5,4,2024-08-18 18:00:00
99272,FISSURE Universe: Episode 3,Yellow Submarine,nouns,0,1,0,3,1,2024-08-18 18:00:00
99303,FISSURE Universe: Episode 3,Looking for Org,MOUZ,2,0,1,3,2,2024-08-18 18:00:00
99293,FISSURE Universe: Episode 3,Looking for Org,MOUZ,2,0,1,3,2,2024-08-18 18:00:00
99277,FISSURE Universe: Episode 3,Aurora Gaming,Looking for Org,2,0,1,3,2,2024-08-18 15:00:00
99244,FISSURE Universe: Episode 3,nouns,G2 Invictus Gaming,1,2,0,3,3,2024-08-18 15:00:00
99271,FISSURE Universe: Episode 3,nouns,G2 Invictus Gaming,1,2,0,3,3,2024-08-18 15:00:00
99283,FISSURE Universe: Episode 3,nouns,G2 Invictus Gaming,1,2,0,3,3,2024-08-18 15:00:00
99264,FISSURE Universe: Episode 3,Aurora Gaming,Looking for Org,2,0,1,3,2,2024-08-18 15:00:00
99243,BetBoom Streamers Battle 7,GoodWin Team,Travoman Team,2,0,1,3,2,2024-08-18 14:30:00
99256,BetBoom Streamers Battle 7,GoodWin Team,Travoman Team,2,0,1,3,2,2024-08-18 14:30:00
99236,FISSURE Universe: Episode 3,MOUZ,1win Team,0,2,0,3,2,2024-08-18 12:00:00
99235,FISSURE Universe: Episode 3,MOUZ,1win Team,0,2,0,3,2,2024-08-18 12:00:00
99234,FISSURE Universe: Episode 3,PSG Quest,Yellow Submarine,2,0,1,3,2,2024-08-18 12:00:00
99240,FISSURE Universe: Episode 3,PSG Quest,Yellow Submarine,2,0,1,3,2,2024-08-18 12:00:00
99224,PGL Wallachia Season 2. Closed Qualifier,Infinity Esports,Looking for Org,1,3,0,5,4,2024-08-18 00:00:00
99226,PGL Wallachia Season 2. Closed Qualifier,Infinity Esports,Looking for Org,1,3,0,5,4,2024-08-18 00:00:00
99227,PGL Wallachia Season 2. Closed Qualifier,Infinity Esports,Looking for Org,1,3,0,5,4,2024-08-18 00:00:00
99228,PGL Wallachia Season 2. Closed Qualifier,Infinity Esports,Looking for Org,1,3,0,5,4,2024-08-18 00:00:00
99222,BetBoom Streamers Battle 7,YBN Team,Travoman Team,1,2,0,3,3,2024-08-17 22:30:00
99223,BetBoom Streamers Battle 7,YBN Team,Travoman Team,1,2,0,3,3,2024-08-17 22:30:00
99220,BetBoom Streamers Battle 7,YBN Team,Travoman Team,1,2,0,3,3,2024-08-17 22:30:00
99219,PGL Wallachia Season 2. Closed Qualifier,Looking for Org,beastcoast,2,0,1,3,2,2024-08-17 21:00:00
99221,PGL Wallachia Season 2. Closed Qualifier,Looking for Org,beastcoast,2,0,1,3,2,2024-08-17 21:00:00
99177,BetBoom Streamers Battle 7,Team Nix,GoodWin Team,2,1,1,3,3,2024-08-17 19:00:00
99202,BetBoom Streamers Battle 7,Team Nix,GoodWin Team,2,1,1,3,3,2024-08-17 19:00:00
99214,BetBoom Streamers Battle 7,Team Nix,GoodWin Team,2,1,1,3,3,2024-08-17 19:00:00
99169,PGL Wallachia Season 2. Closed Qualifier,Dandelions,AVULUS,0,3,0,5,3,2024-08-17 18:00:00
99187,PGL Wallachia Season 2. Closed Qualifier,Dandelions,AVULUS,0,3,0,5,3,2024-08-17 18:00:00
99201,PGL Wallachia Season 2. Closed Qualifier,Dandelions,AVULUS,0,3,0,5,3,2024-08-17 18:00:00
99157,PGL Wallachia Season 2. Closed Qualifier,L1ga Team,Passion UA,3,1,1,5,4,2024-08-17 16:30:00
99170,PGL Wallachia Season 2. Closed Qualifier,L1ga Team,Passion UA,3,1,1,5,4,2024-08-17 16:30:00
99186,PGL Wallachia Season 2. Closed Qualifier,L1ga Team,Passion UA,3,1,1,5,4,2024-08-17 16:30:00
99200,PGL Wallachia Season 2. Closed Qualifier,L1ga Team,Passion UA,3,1,1,5,4,2024-08-17 16:30:00
99156,BetBoom Streamers Battle 7,Travoman Team,Stray Team,2,0,1,3,2,2024-08-17 16:00:00
99138,BetBoom Streamers Battle 7,Travoman Team,Stray Team,2,0,1,3,2,2024-08-17 16:00:00
99123,PGL Wallachia Season 2. Closed Qualifier,Team Secret,AVULUS,1,2,0,3,3,2024-08-17 14:00:00
99117,PGL Wallachia Season 2. Closed Qualifier,Team Secret,AVULUS,1,2,0,3,3,2024-08-17 14:00:00
99139,PGL Wallachia Season 2. Closed Qualifier,Team Secret,AVULUS,1,2,0,3,3,2024-08-17 14:00:00
99118,PGL Wallachia Season 2. Closed Qualifier,Passion UA,Natus Vincere,2,1,1,3,3,2024-08-17 13:00:00
99120,PGL Wallachia Season 2. Closed Qualifier,Passion UA,Natus Vincere,2,1,1,3,3,2024-08-17 13:00:00
99122,PGL Wallachia Season 2. Closed Qualifier,Passion UA,Natus Vincere,2,1,1,3,3,2024-08-17 13:00:00
99105,BetBoom Streamers Battle 7,YBN Team,Team NS,2,0,1,3,2,2024-08-17 13:00:00
99115,BetBoom Streamers Battle 7,YBN Team,Team NS,2,0,1,3,2,2024-08-17 13:00:00
99116,PGL Wallachia Season 2. Closed Qualifier,skem&friends,Blacklist International,1,3,0,5,4,2024-08-17 12:00:00
99121,PGL Wallachia Season 2. Closed Qualifier,skem&friends,Blacklist International,1,3,0,5,4,2024-08-17 12:00:00
99100,PGL Wallachia Season 2. Closed Qualifier,skem&friends,Blacklist International,1,3,0,5,4,2024-08-17 12:00:00
99137,PGL Wallachia Season 2. Closed Qualifier,skem&friends,Blacklist International,1,3,0,5,4,2024-08-17 12:00:00
99088,PGL Wallachia Season 2. Closed Qualifier,Blacklist International,Bruv123,2,1,1,3,3,2024-08-17 08:00:00
99089,PGL Wallachia Season 2. Closed Qualifier,Blacklist International,Bruv123,2,1,1,3,3,2024-08-17 08:00:00
99097,PGL Wallachia Season 2. Closed Qualifier,Blacklist International,Bruv123,2,1,1,3,3,2024-08-17 08:00:00
99087,PGL Wallachia Season 2. Closed Qualifier,beastcoast,Legacy,2,0,1,3,2,2024-08-17 03:00:00
99092,PGL Wallachia Season 2. Closed Qualifier,beastcoast,Legacy,2,0,1,3,2,2024-08-17 03:00:00
99096,PGL Wallachia Season 2. Closed Qualifier,Apex Genesis,asdf,3,1,1,5,4,2024-08-17 02:00:00
99093,PGL Wallachia Season 2. Closed Qualifier,Apex Genesis,asdf,3,1,1,5,4,2024-08-17 02:00:00
99094,PGL Wallachia Season 2. Closed Qualifier,Apex Genesis,asdf,3,1,1,5,4,2024-08-17 02:00:00
99095,PGL Wallachia Season 2. Closed Qualifier,Apex Genesis,asdf,3,1,1,5,4,2024-08-17 02:00:00
99091,PGL Wallachia Season 2. Closed Qualifier,GRIN esports,asdf,1,2,0,3,3,2024-08-16 23:00:00
99083,PGL Wallachia Season 2. Closed Qualifier,GRIN esports,asdf,1,2,0,3,3,2024-08-16 23:00:00
99086,PGL Wallachia Season 2. Closed Qualifier,GRIN esports,asdf,1,2,0,3,3,2024-08-16 23:00:00
99090,PGL Wallachia Season 2. Closed Qualifier,Infinity Esports,Looking for Org,2,1,1,3,3,2024-08-16 22:50:00
99085,PGL Wallachia Season 2. Closed Qualifier,Infinity Esports,Looking for Org,2,1,1,3,3,2024-08-16 22:50:00
99082,PGL Wallachia Season 2. Closed Qualifier,Infinity Esports,Looking for Org,2,1,1,3,3,2024-08-16 22:50:00
99060,BetBoom Streamers Battle 7,GoodWin Team,Travoman Team,2,0,1,3,2,2024-08-16 22:00:00
99059,BetBoom Streamers Battle 7,GoodWin Team,Travoman Team,2,0,1,3,2,2024-08-16 22:00:00
99041,PGL Wallachia Season 2. Closed Qualifier,Lava,Legacy,0,2,0,3,2,2024-08-16 20:30:00
99046,PGL Wallachia Season 2. Closed Qualifier,Lava,Legacy,0,2,0,3,2,2024-08-16 20:30:00
99042,BetBoom Streamers Battle 7,Stray Team,Cooman Team,1,0,1,1,1,2024-08-16 20:30:00
99045,PGL Wallachia Season 2. Closed Qualifier,Natus Vincere,Night Pulse,2,1,1,3,3,2024-08-16 19:10:00
99040,PGL Wallachia Season 2. Closed Qualifier,Natus Vincere,Night Pulse,2,1,1,3,3,2024-08-16 19:10:00
99030,PGL Wallachia Season 2. Closed Qualifier,Natus Vincere,Night Pulse,2,1,1,3,3,2024-08-16 19:10:00
99023,PGL Wallachia Season 2. Closed Qualifier,AVULUS,OG,2,0,1,3,2,2024-08-16 18:20:00
99029,PGL Wallachia Season 2. Closed Qualifier,AVULUS,OG,2,0,1,3,2,2024-08-16 18:20:00
99018,BetBoom Streamers Battle 7,Team Nix,YBN Team,2,0,1,3,2,2024-08-16 18:00:00
99028,BetBoom Streamers Battle 7,Team Nix,YBN Team,2,0,1,3,2,2024-08-16 18:00:00
99031,PGL Wallachia Season 2. Closed Qualifier,Cuyes Esports,beastcoast,0,2,0,3,2,2024-08-16 18:00:00
99019,PGL Wallachia Season 2. Closed Qualifier,Cuyes Esports,beastcoast,0,2,0,3,2,2024-08-16 18:00:00
99017,PGL Wallachia Season 2. Closed Qualifier,Passion UA,L1ga Team,0,2,0,3,2,2024-08-16 17:25:00
99027,PGL Wallachia Season 2. Closed Qualifier,Passion UA,L1ga Team,0,2,0,3,2,2024-08-16 17:25:00
99014,PGL Wallachia Season 2. Closed Qualifier,Dandelions,Team Secret,2,0,1,3,2,2024-08-16 16:00:00
